-93.90,-62.34
-92.96,-61.72
-92.02,-61.10
-91.09,-60.47
-90.15,-59.85
-89.21,-59.23
-88.27,-58.60
-87.33,-57.98
-86.39,-57.35
-85.45,-56.73
-84.51,-56.11
-83.57,-55.48
-82.63,-54.86
-81.70,-54.24
-80.76,-53.61
-79.82,-52.99
-78.88,-52.37
-77.94,-51.74
-77.00,-51.12
-76.06,-50.50
-75.12,-49.87
-74.18,-49.25
-73.24,-48.63
-72.30,-48.00
-71.37,-47.38
-70.43,-46.76
-69.49,-46.13
-68.55,-45.51
-67.61,-44.89
-66.67,-44.26
-65.73,-43.64
-64.79,-43.02
-63.85,-42.39
-62.91,-41.77
-61.98,-41.15
-61.04,-40.52
-60.10,-39.90
-59.16,-39.28
-58.22,-38.65
-57.28,-38.03
-56.34,-37.41
-55.40,-36.78
-54.46,-36.16
-53.52,-35.54
-52.59,-34.91
-51.65,-34.29
-50.71,-33.66
-49.77,-33.04
-48.83,-32.42
-47.89,-31.79
-46.95,-31.17
-46.01,-30.55
-45.07,-29.92
-44.13,-29.30
-43.20,-28.68
-42.26,-28.05
-41.32,-27.43
-40.38,-26.81
-39.44,-26.18
-38.50,-25.56
-37.56,-24.94
-36.62,-24.31
-35.68,-23.69
-34.74,-23.07
-33.80,-22.44
-32.87,-21.82
-31.93,-21.20
-30.99,-20.57
-30.05,-19.95
-29.11,-19.33
-28.17,-18.70
-27.23,-18.08
-26.29,-17.46
-25.35,-16.83
-24.41,-16.21
-23.48,-15.59
-22.54,-14.96
-21.60,-14.34
-20.66,-13.72
-19.72,-13.09
-18.78,-12.47
-17.84,-11.85
-16.90,-11.22
-15.96,-10.60
-15.02,-9.97
-14.09,-9.35
-13.15,-8.73
-12.21,-8.10
-11.27,-7.48
-10.33,-6.86
-9.39,-6.23
-8.45,-5.61
-7.51,-4.99
-6.57,-4.36
-5.63,-3.74
-4.70,-3.12
-3.76,-2.49
-2.82,-1.87
-1.88,-1.25
-0.94,-0.62
0.00,0.00
